tic,shortname,longname,listing,type,desired_page,no_headlines,last_date,last_headline,last_url,no_records,next_report_date,last_report_date
KEYS,Keysight Technologies Inc.,"Keysight Technologies, Inc.",NYSE,stocks,9999,0,2025-09-01 04:00:00+00:00,Deciphering Keysight (KEYS) International Revenue Trends,https://www.nasdaq.com/articles/deciphering-keysight-keys-international-revenue-trends,0,2025-11-18 00:00:00,2025-08-19 00:00:00
KHC,The Kraft Heinz Company,The Kraft Heinz Company,NASDAQ,stocks,9999,4,2025-09-04 06:00:00+00:00,Stocks Supported as Chances Improve for a Fed Rate Cut,https://www.nasdaq.com/articles/stocks-supported-chances-improve-fed-rate-cut,0,2025-10-29 00:00:00,2025-07-30 00:00:00
KIM,Kimco Realty Corporation (HC),Kimco Realty Corporation,NYSE,stocks,9999,2,2025-09-03 15:00:00+00:00,Why Is Simon Property (SPG) Up 5.7% Since Last Earnings Report?,https://www.nasdaq.com/articles/why-simon-property-spg-57-last-earnings-report,133,,2025-07-31 00:00:00
KLAC,KLA Corporation,KLA Corporation,NASDAQ,stocks,9999,6,2025-09-03 17:00:00+00:00,Stocks Retreat as Bond Yields Climb,https://www.nasdaq.com/articles/stocks-retreat-bond-yields-climb,0,2025-10-29 00:00:00,2025-07-31 00:00:00
KMB,Kimberly-Clark Corporation,Kimberly-Clark Corporation,NYSE,stocks,9999,3,2025-09-03 14:00:00+00:00,"Ex-Dividend Reminder: Kimberly-Clark, Tapestry and Acushnet Holdings",https://www.nasdaq.com/articles/ex-dividend-reminder-kimberly-clark-tapestry-and-acushnet-holdings,0,2025-10-28 00:00:00,2025-08-01 00:00:00
KMI,"Kinder Morgan, Inc.","Kinder Morgan, Inc.",NYSE,stocks,9999,3,2025-09-03 14:00:00+00:00,Enbridge Nears 52-Week High Mark: Should Investors Bet on the Stock?,https://www.nasdaq.com/articles/enbridge-nears-52-week-high-mark-should-investors-bet-stock,0,2025-10-15 00:00:00,2025-07-16 00:00:00
KO,Coca-Cola Company (The),The Coca-Cola Company,NYSE,stocks,9999,13,2025-09-04 07:00:00+00:00,"As of 2025, the Average Social Security Retirement Benefit Check Is $1,976. Could Realty Income (O) Help Boost Your Retirement?",https://www.nasdaq.com/articles/2025-average-social-security-retirement-benefit-check-1976-could-realty-income-o-help,0,2025-10-22 00:00:00,2025-07-22 00:00:00
KR,Kroger Company (The),The Kroger Co.,NYSE,stocks,9999,4,2025-09-03 04:00:00+00:00,"This Is Warren Buffett's Main Lesson for Investors, and It's Not What You Think",https://www.nasdaq.com/articles/warren-buffetts-main-lesson-investors-and-its-not-what-you-think,158,2025-12-03 00:00:00,2025-06-20 00:00:00
LDOS,"Leidos Holdings, Inc.","Leidos Holdings, Inc.",NYSE,stocks,9999,3,2025-09-03 15:00:00+00:00,LDOS vs. NOW: Which Stock Is the Better Value Option?,https://www.nasdaq.com/articles/ldos-vs-now-which-stock-better-value-option,0,2025-11-04 00:00:00,2025-08-05 00:00:00
LH,Laboratory Corporation of Ameri,Laboratory Corporation of America Holdings,NYSE,stocks,9999,0,2025-09-03 04:00:00+00:00,Why Labcorp Holdings (LH) is a Top Value Stock for the Long-Term,https://www.nasdaq.com/articles/why-labcorp-holdings-lh-top-value-stock-long-term-0,0,2025-10-23 00:00:00,2025-07-24 00:00:00
LHX,"L3Harris Technologies, Inc.","L3Harris Technologies, Inc.",NYSE,stocks,9999,2,2025-09-03 15:00:00+00:00,"Ex-Dividend Reminder: Mueller Industries, L3Harris Technologies and Exponent",https://www.nasdaq.com/articles/ex-dividend-reminder-mueller-industries-l3harris-technologies-and-exponent,0,2025-10-23 00:00:00,2025-07-24 00:00:00
LIN,Linde plc,Linde plc,NASDAQ,stocks,9999,1,2025-09-03 04:00:00+00:00,"Ex-Dividend Reminder: Insperity, Avery Dennison and Linde",https://www.nasdaq.com/articles/ex-dividend-reminder-insperity-avery-dennison-and-linde,0,2025-10-30 00:00:00,2025-08-01 00:00:00
LKQ,LKQ Corporation,LKQ Corporation,NASDAQ,stocks,9999,0,2025-08-28 04:00:00+00:00,"Thursday 8/28 Insider Buying Report: LKQ, MDRR",https://www.nasdaq.com/articles/thursday-8-28-insider-buying-report-lkq-mdrr,0,2025-10-30 00:00:00,2025-07-24 00:00:00
LLY,Eli Lilly and Company,Eli Lilly and Company,NYSE,stocks,9999,13,2025-09-04 09:00:00+00:00,The 6 Best Stocks to Buy Right Now in September (2025)!,https://www.nasdaq.com/articles/6-best-stocks-buy-right-now-september-2025,0,2025-10-28 00:00:00,2025-05-01 00:00:00
LMT,Lockheed Martin Corporation,Lockheed Martin Corporation,NYSE,stocks,9999,7,2025-09-03 18:00:00+00:00,Apple's AI Future,https://www.nasdaq.com/articles/apples-ai-future,0,2025-10-28 00:00:00,2025-07-22 00:00:00
LNT,Alliant Energy Corporation,Alliant Energy Corporation,NASDAQ,stocks,9999,1,2025-09-03 04:00:00+00:00,Alliant Energy Rides on Renewable Expansion & Strategic Investments,https://www.nasdaq.com/articles/alliant-energy-rides-renewable-expansion-strategic-investments,0,2025-10-30 00:00:00,2025-08-07 00:00:00
LOW,"Lowe's Companies, Inc.","Lowe's Companies, Inc.",NYSE,stocks,9999,3,2025-09-03 15:00:00+00:00,Pro vs. DIY: Which Customer Segment Will Power Lowe's in 2025?,https://www.nasdaq.com/articles/pro-vs-diy-which-customer-segment-will-power-lowes-2025,0,2025-11-18 00:00:00,2025-08-20 00:00:00
LRCX,Lam Research Corporation,Lam Research Corporation,NASDAQ,stocks,9999,9,2025-09-04 08:00:00+00:00,Where Will ASML Stock Be in 5 Years?,https://www.nasdaq.com/articles/where-will-asml-stock-be-5-years,0,2025-10-21 00:00:00,2025-04-23 00:00:00
LULU,lululemon athletica inc.,Lululemon Athletica Inc.,NASDAQ,stocks,9999,22,2025-09-04 09:00:00+00:00,Why Lululemon's Battle With Costco Could Make or Break Its Stock,https://www.nasdaq.com/articles/why-lululemons-battle-costco-could-make-or-break-its-stock,0,2025-12-04 00:00:00,2025-09-04 00:00:00
LUV,Southwest Airlines Company,Southwest Airlines Co.,NYSE,stocks,9999,3,2025-09-03 04:00:00+00:00,"Ex-Dividend Reminder: Old Dominion Freight Line, Southwest Airlines and WillScot Holdings",https://www.nasdaq.com/articles/ex-dividend-reminder-old-dominion-freight-line-southwest-airlines-and-willscot-holdings,0,2025-10-23 00:00:00,2025-07-23 00:00:00
LVS,Las Vegas Sands Corp.,Las Vegas Sands Corp.,NYSE,stocks,9999,0,2025-09-03 16:00:00+00:00,How To YieldBoost LVS To 9.1% Using Options,https://www.nasdaq.com/articles/how-yieldboost-lvs-91-using-options,0,2025-10-22 00:00:00,2025-07-23 00:00:00
LW,"Lamb Weston Holdings, Inc.","Lamb Weston Holdings, Inc.",NYSE,stocks,9999,0,2025-09-03 16:00:00+00:00,Medifast (MED) Up 6.5% Since Last Earnings Report: Can It Continue?,https://www.nasdaq.com/articles/medifast-med-65-last-earnings-report-can-it-continue,0,2025-09-30 00:00:00,2025-07-23 00:00:00
LYB,LyondellBasell Industries NV,LyondellBasell Industries N.V.,NYSE,stocks,9999,1,2025-09-03 19:00:00+00:00,"Wednesday Sector Laggards: Energy, Materials",https://www.nasdaq.com/articles/wednesday-sector-laggards-energy-materials-0,0,2025-10-30 00:00:00,2025-04-25 00:00:00
LYV,"Live Nation Entertainment, Inc.","Live Nation Entertainment, Inc.",NYSE,stocks,9999,1,2025-08-27 04:00:00+00:00,Interesting LYV Put And Call Options For August 2026,https://www.nasdaq.com/articles/interesting-lyv-put-and-call-options-august-2026,0,2025-11-10 00:00:00,2025-08-07 00:00:00
MA,Mastercard Incorporated,Mastercard Incorporated,NYSE,stocks,9999,7,2025-09-03 17:00:00+00:00,Mastercard Ties Up To Advance Zain Cash's Card Suite in Jordan,https://www.nasdaq.com/articles/mastercard-ties-advance-zain-cashs-card-suite-jordan,0,2025-10-30 00:00:00,2025-07-31 00:00:00
MAR,Marriott International,"Marriott International, Inc.",NASDAQ,stocks,9999,1,2025-08-19 04:00:00+00:00,"Ex-Dividend Reminder: Energizer Holdings, Primo Brands and Marriott International",https://www.nasdaq.com/articles/ex-dividend-reminder-energizer-holdings-primo-brands-and-marriott-international,0,2025-11-03 00:00:00,2025-08-05 00:00:00
MAS,Masco Corporation,Masco Corporation,NYSE,stocks,9999,1,2025-08-26 04:00:00+00:00,Validea's Top Industrial Stocks Based On Joel Greenblatt - 8/26/2025,https://www.nasdaq.com/articles/valideas-top-industrial-stocks-based-joel-greenblatt-8-26-2025,0,2025-11-04 00:00:00,2025-07-31 00:00:00
MCD,McDonald's Corporation,McDonald's Corporation,NYSE,stocks,9999,1,2025-09-04 08:00:00+00:00,Prediction: Buying Cava Group Stock Today Could Set You Up for Life,https://www.nasdaq.com/articles/prediction-buying-cava-group-stock-today-could-set-you-life,0,2025-11-04 00:00:00,2025-08-06 00:00:00
MCHP,Microchip Technology Incorporat,Microchip Technology Incorporated,NASDAQ,stocks,9999,3,2025-09-03 18:00:00+00:00,Stocks Retreat as Bond Yields Climb,https://www.nasdaq.com/articles/stocks-retreat-bond-yields-climb,0,2025-11-04 00:00:00,2025-08-07 00:00:00
MCK,McKesson Corporation,McKesson Corporation,NYSE,stocks,9999,1,2025-08-29 04:00:00+00:00,"Ex-Dividend Reminder: Universal Health Services, McKesson and Safety Insurance Group",https://www.nasdaq.com/articles/ex-dividend-reminder-universal-health-services-mckesson-and-safety-insurance-group,0,2025-11-05 00:00:00,2025-08-06 00:00:00
MCO,Moody's Corporation,Moody's Corporation,NYSE,stocks,9999,1,2025-09-03 16:00:00+00:00,GBOOY or MCO: Which Is the Better Value Stock Right Now?,https://www.nasdaq.com/articles/gbooy-or-mco-which-better-value-stock-right-now,0,2025-10-28 00:00:00,2025-07-23 00:00:00
MDLZ,"Mondelez International, Inc.","Mondelez International, Inc.",NASDAQ,stocks,9999,1,2025-09-03 04:00:00+00:00,Defensive Plays: 3 Consumer Staples Giants Showing Strength,https://www.nasdaq.com/articles/defensive-plays-3-consumer-staples-giants-showing-strength,0,2025-11-04 00:00:00,2025-07-29 00:00:00
MDT,Medtronic plc.,Medtronic plc,NYSE,stocks,9999,3,2025-09-03 13:00:00+00:00,ISRG's SP Stapler: A Game Changer for Colorectal and Thoracic Procedures?,https://www.nasdaq.com/articles/isrgs-sp-stapler-game-changer-colorectal-and-thoracic-procedures,0,2025-11-18 00:00:00,2025-08-19 00:00:00
MET,"MetLife, Inc.","MetLife, Inc.",NYSE,stocks,9999,1,2025-08-29 04:00:00+00:00,"Berkshire Boosts Mitsubishi Stake, Increases Investment in Japan",https://www.nasdaq.com/articles/berkshire-boosts-mitsubishi-stake-increases-investment-japan,0,2025-10-29 00:00:00,2025-08-06 00:00:00
META,"Meta Platforms, Inc.",Mark Zuckerberg,NASDAQ,stocks,9999,32,2025-09-04 09:00:00+00:00,Prediction: 2 Stocks That'll Be Worth More Than Apple 3 Years From Now,https://www.nasdaq.com/articles/prediction-2-stocks-thatll-be-worth-more-apple-3-years-now-0,0,2025-10-29 00:00:00,2025-07-30 00:00:00
MGM,MGM Resorts International,MGM Resorts International,NYSE,stocks,9999,0,2025-09-03 15:00:00+00:00,T-Mobile Arena Extends Agreement With TKO Group Holdings Through 2030,https://www.nasdaq.com/articles/t-mobile-arena-extends-agreement-tko-group-holdings-through-2030,0,2025-10-29 00:00:00,2025-07-30 00:00:00
MHK,"Mohawk Industries, Inc.","Mohawk Industries, Inc.",NYSE,stocks,9999,0,2025-08-25 16:00:00+00:00,Stocks Rally Sharply on Dovish Fed Chair Powell,https://www.nasdaq.com/articles/stocks-rally-sharply-dovish-fed-chair-powell,0,2025-10-23 00:00:00,2025-07-24 00:00:00
MKC,"McCormick & Company, Incorporat","McCormick & Company, Incorporated",NYSE,stocks,9999,0,2025-08-27 04:00:00+00:00,Implied Volatility Surging for McCormick & Company Stock Options,https://www.nasdaq.com/articles/implied-volatility-surging-mccormick-company-stock-options,0,2025-10-07 00:00:00,2025-06-26 00:00:00
MKTX,"MarketAxess Holdings, Inc.",MarketAxess Holdings Inc.,NASDAQ,stocks,9999,0,2025-08-29 04:00:00+00:00,Validea Warren Buffett Strategy Daily Upgrade Report - 8/29/2025,https://www.nasdaq.com/articles/validea-warren-buffett-strategy-daily-upgrade-report-8-29-2025,0,2025-11-05 00:00:00,2025-08-06 00:00:00
MLM,"Martin Marietta Materials, Inc.","Martin Marietta Materials, Inc.",NYSE,stocks,9999,1,2025-08-29 04:00:00+00:00,"Ex-Dividend Reminder: Martin Marietta Materials, Element Solutions and Hudbay Minerals",https://www.nasdaq.com/articles/ex-dividend-reminder-martin-marietta-materials-element-solutions-and-hudbay-minerals,0,2025-10-29 00:00:00,2025-08-07 00:00:00
MMC,"Marsh & McLennan Companies, Inc","Marsh & McLennan Companies, Inc.",NYSE,stocks,9999,3,2025-09-03 17:00:00+00:00,Marsh & McLennan Broadens Footprint in Nashville With Robins Deal,https://www.nasdaq.com/articles/marsh-mclennan-broadens-footprint-nashville-robins-deal,0,2025-10-16 00:00:00,2025-07-17 00:00:00
MMM,3M Company,3M Company,NYSE,stocks,9999,0,2025-08-29 04:00:00+00:00,Carlisle (CSL) Up 8.9% Since Last Earnings Report: Can It Continue?,https://www.nasdaq.com/articles/carlisle-csl-89-last-earnings-report-can-it-continue,0,2025-10-28 00:00:00,2025-07-18 00:00:00
MO,"Altria Group, Inc.","Altria Group, Inc.",NYSE,stocks,9999,2,2025-09-03 16:00:00+00:00,February 2026 Options Now Available For Altria Group (MO),https://www.nasdaq.com/articles/february-2026-options-now-available-altria-group-mo,0,2025-10-30 00:00:00,2025-07-30 00:00:00
MOH,Molina Healthcare Inc,"Molina Healthcare, Inc.",NYSE,stocks,9999,4,2025-09-03 04:00:00+00:00,Stocks Settle Lower as Tech Shares Selloff,https://www.nasdaq.com/articles/stocks-settle-lower-tech-shares-selloff,0,2025-10-22 00:00:00,2025-07-23 00:00:00
MOS,Mosaic Company (The),The Mosaic Company,NYSE,stocks,9999,6,2025-09-03 14:00:00+00:00,"APD's Cleveland Air Separation Facility Is Operational, Supply Begins",https://www.nasdaq.com/articles/apds-cleveland-air-separation-facility-operational-supply-begins,0,2025-11-11 00:00:00,2025-08-05 00:00:00
MPC,Marathon Petroleum Corporation,Marathon Petroleum Corporation,NYSE,stocks,9999,3,2025-08-28 04:00:00+00:00,1 Reason I'm More Than Excited About MPLX Stock in 2025,https://www.nasdaq.com/articles/1-reason-im-more-excited-about-mplx-stock-2025,0,2025-11-04 00:00:00,2025-08-05 00:00:00
MPWR,"Monolithic Power Systems, Inc.","Monolithic Power Systems, Inc.",NASDAQ,stocks,9999,1,2025-09-03 16:00:00+00:00,ON Semiconductor Corp. (ON) Up 3.6% Since Last Earnings Report: Can It Continue?,https://www.nasdaq.com/articles/semiconductor-corp-36-last-earnings-report-can-it-continue,0,2025-10-29 00:00:00,2025-07-31 00:00:00
MRK,"Merck & Company, Inc.","Merck & Co., Inc.",NYSE,stocks,9999,9,2025-09-03 15:00:00+00:00,"MRK Posts Cholesterol Drug Data, Focus Shifts Back to Its Pipeline",https://www.nasdaq.com/articles/mrk-posts-cholesterol-drug-data-focus-shifts-back-its-pipeline,0,2025-10-30 00:00:00,2025-07-29 00:00:00
MRNA,"Moderna, Inc.","Moderna, Inc.",NASDAQ,stocks,9999,3,2025-08-29 04:00:00+00:00,Boyd Gaming and Shoe Carnival have been highlighted as Zacks Bull and Bear of the Day,https://www.nasdaq.com/articles/boyd-gaming-and-shoe-carnival-have-been-highlighted-zacks-bull-and-bear-day,0,2025-11-06 00:00:00,2025-08-01 00:00:00
MS,Morgan Stanley,Morgan Stanley,NYSE,stocks,9999,7,2025-09-04 08:00:00+00:00,AI Spending Could Soar 600%: 2 Brilliant AI Stocks to Buy in September (Hint: Not Nvidia or Palantir),https://www.nasdaq.com/articles/ai-spending-could-soar-600-2-brilliant-ai-stocks-buy-september-hint-not-nvidia-or-palantir,0,2025-10-15 00:00:00,2025-07-16 00:00:00
MSCI,MSCI Inc.,MSCI Inc.,NYSE,stocks,9999,0,2025-08-21 04:00:00+00:00,MSCI (MSCI) Up 8.2% Since Last Earnings Report: Can It Continue?,https://www.nasdaq.com/articles/msci-msci-82-last-earnings-report-can-it-continue,0,2025-11-04 00:00:00,2025-07-22 00:00:00
MSFT,Microsoft Corporation,Satya Nadella,NASDAQ,stocks,9999,59,2025-09-04 09:00:00+00:00,"Big Tech's AI Buildout Could Be Worth $4 Trillion, and These 2 Semiconductor Stocks Stand to Gain Most",https://www.nasdaq.com/articles/big-techs-ai-buildout-could-be-worth-4-trillion-and-these-2-semiconductor-stocks-stand,0,2025-10-29 00:00:00,2025-07-30 00:00:00
MSI,"Motorola Solutions, Inc.","Motorola Solutions, Inc.",NYSE,stocks,9999,1,2025-09-03 04:00:00+00:00,"Nokia, EBB Team Up to Upgrade AI Data Centers Across Malaysia",https://www.nasdaq.com/articles/nokia-ebb-team-upgrade-ai-data-centers-across-malaysia,0,2025-11-06 00:00:00,2025-08-07 00:00:00
MTB,M&T Bank Corporation,M&T Bank Corporation,NYSE,stocks,9999,2,2025-09-03 04:00:00+00:00,"M & T Bank's Preferred Stock, Series J Shares Cross 7% Yield Mark",https://www.nasdaq.com/articles/m-t-banks-preferred-stock-series-j-shares-cross-7-yield-mark,0,2025-10-16 00:00:00,2025-07-16 00:00:00
MTCH,"Match Group, Inc.","Match Group, Inc.",NASDAQ,stocks,9999,2,2025-08-29 04:00:00+00:00,"Notable Friday Option Activity: AVGO, SMCI, MTCH",https://www.nasdaq.com/articles/notable-friday-option-activity-avgo-smci-mtch,0,2025-11-05 00:00:00,2025-08-05 00:00:00
MTD,"Mettler-Toledo International, I",Mettler-Toledo International Inc.,NYSE,stocks,9999,1,2025-08-25 14:00:00+00:00,"Take the Zacks Approach to Beat the Markets: WisdomTree, SkyWest & PepsiCo in Focus",https://www.nasdaq.com/articles/take-zacks-approach-beat-markets-wisdomtree-skywest-pepsico-focus,0,2025-11-06 00:00:00,2025-07-31 00:00:00
MU,"Micron Technology, Inc.","Micron Technology, Inc.",NASDAQ,stocks,9999,11,2025-09-03 22:00:00+00:00,Hewlett Packard Enterprise (HPE) Q3 Earnings and Revenues Surpass Estimates,https://www.nasdaq.com/articles/hewlett-packard-enterprise-hpe-q3-earnings-and-revenues-surpass-estimates,0,2025-09-23 00:00:00,2025-03-20 00:00:00
NCLH,Norwegian Cruise Line Holdings ,Norwegian Cruise Line Holdings Ltd.,NYSE,stocks,9999,8,2025-09-03 04:00:00+00:00,Can Carnival Capitalize on Cruise Industry's Record Demand?,https://www.nasdaq.com/articles/can-carnival-capitalize-cruise-industrys-record-demand,0,2025-10-30 00:00:00,2025-07-31 00:00:00
NDAQ,"Nasdaq, Inc.","Nasdaq, Inc.",NASDAQ,stocks,9999,3,2025-09-03 22:00:00+00:00,Q&A: Why Nasdaq is Proposing Listing Standards Changes,https://www.nasdaq.com/newsroom/qa-why-nasdaq-proposing-listing-standards-changes,0,2025-10-23 00:00:00,2025-07-24 00:00:00
NDSN,Nordson Corporation,Nordson Corporation,NASDAQ,stocks,9999,3,2025-09-03 15:00:00+00:00,Is the Options Market Predicting a Spike in Nordson Stock?,https://www.nasdaq.com/articles/options-market-predicting-spike-nordson-stock,0,2026-02-17 00:00:00,2025-08-20 00:00:00
NEE,"NextEra Energy, Inc.","NextEra Energy, Inc.",NYSE,stocks,9999,6,2025-09-03 18:00:00+00:00,NEE Factor-Based Stock Analysis - Martin Zweig,https://www.nasdaq.com/articles/nee-factor-based-stock-analysis-martin-zweig-4,0,2025-10-22 00:00:00,2025-07-23 00:00:00
NEM,Newmont Corporation,Newmont Corporation,NYSE,stocks,9999,3,2025-09-03 13:00:00+00:00,"If You Invested $1000 in Newmont Corporation a Decade Ago, This is How Much It'd Be Worth Now",https://www.nasdaq.com/articles/if-you-invested-1000-newmont-corporation-decade-ago-how-much-itd-be-worth-now,0,2025-10-22 00:00:00,2025-07-24 00:00:00
NFLX,"Netflix, Inc.","Netflix, Inc.",NASDAQ,stocks,9999,13,2025-09-03 23:00:00+00:00,"""Rule Breaker Investing"" Mailbag: Sports Bettor Turned Investor",https://www.nasdaq.com/articles/rule-breaker-investing-mailbag-sports-bettor-turned-investor,0,2025-10-16 00:00:00,2025-07-17 00:00:00
NI,NiSource Inc,NiSource Inc.,NYSE,stocks,9999,5,2025-09-03 04:00:00+00:00,Alliant Energy Rides on Renewable Expansion & Strategic Investments,https://www.nasdaq.com/articles/alliant-energy-rides-renewable-expansion-strategic-investments,0,2025-10-29 00:00:00,2025-08-06 00:00:00
NKE,"Nike, Inc.","NIKE, Inc.",NYSE,stocks,9999,8,2025-09-03 17:00:00+00:00,lululemon Banks on China: Can It Deliver Growth in Fiscal 2025?,https://www.nasdaq.com/articles/lululemon-banks-china-can-it-deliver-growth-fiscal-2025,0,2025-12-17 00:00:00,2025-06-26 00:00:00
NOC,Northrop Grumman Corporation,Northrop Grumman Corporation,NYSE,stocks,9999,4,2025-09-03 04:00:00+00:00,Beyond Launch: Rocket Lab's Push for Semiconductor Dominance,https://www.nasdaq.com/articles/beyond-launch-rocket-labs-push-semiconductor-dominance,0,2025-10-23 00:00:00,2025-07-22 00:00:00
NOW,"ServiceNow, Inc.","ServiceNow, Inc.",NYSE,stocks,9999,4,2025-09-03 16:00:00+00:00,LDOS vs. NOW: Which Stock Is the Better Value Option?,https://www.nasdaq.com/articles/ldos-vs-now-which-stock-better-value-option,0,2025-10-22 00:00:00,2025-07-23 00:00:00
NRG,"NRG Energy, Inc.","NRG Energy, Inc.",NYSE,stocks,9999,0,2025-08-27 04:00:00+00:00,Why NRG Energy (NRG) is a Top Growth Stock for the Long-Term,https://www.nasdaq.com/articles/why-nrg-energy-nrg-top-growth-stock-long-term-0,0,2025-11-14 00:00:00,2025-08-06 00:00:00
NSC,Norfolk Southern Corporation,Norfolk Southern Corporation,NYSE,stocks,9999,1,2025-08-28 04:00:00+00:00,Why Is Norfolk Southern (NSC) Down 2.4% Since Last Earnings Report?,https://www.nasdaq.com/articles/why-norfolk-southern-nsc-down-24-last-earnings-report,0,2025-10-28 00:00:00,2025-07-29 00:00:00
NTAP,"NetApp, Inc.","NetApp, Inc.",NASDAQ,stocks,9999,1,2025-09-01 04:00:00+00:00,Why NetApp (NTAP) International Revenue Trends Deserve Your Attention,https://www.nasdaq.com/articles/why-netapp-ntap-international-revenue-trends-deserve-your-attention,0,2025-11-20 00:00:00,2025-08-27 00:00:00
NTRS,Northern Trust Corporation,Northern Trust Corporation,NASDAQ,stocks,9999,1,2025-09-03 15:00:00+00:00,"Ex-Dividend Reminder: Bank of America, Northern Trust and Mercantile Bank",https://www.nasdaq.com/articles/ex-dividend-reminder-bank-america-northern-trust-and-mercantile-bank,0,2025-10-22 00:00:00,2025-07-23 00:00:00
NU,Nu Holdings Ltd.,Nu Holdings Ltd.,NYSE,stocks,9999,1,2025-09-03 04:00:00+00:00,iShares MSCI Emerging Markets ex China ETF Experiences Big Outflow,https://www.nasdaq.com/articles/ishares-msci-emerging-markets-ex-china-etf-experiences-big-outflow-0,0,2025-11-12 00:00:00,2025-08-14 00:00:00
NUE,Nucor Corporation,Nucor Corporation,NYSE,stocks,9999,2,2025-09-03 13:00:00+00:00,Nucor Gains 20% in 3 Months: How Should Investors Play the Stock?,https://www.nasdaq.com/articles/nucor-gains-20-3-months-how-should-investors-play-stock,0,2025-10-20 00:00:00,2025-07-28 00:00:00
NVDA,NVIDIA Corporation,NVIDIA Corporation,NASDAQ,stocks,9999,85,2025-09-04 09:14:00+00:00,"Down 50%, Is CoreWeave a Buy on the Dip?",https://www.nasdaq.com/articles/down-50-coreweave-buy-dip,0,2025-11-19 00:00:00,2025-08-27 00:00:00
NVO,Novo Nordisk A/S,Novo Nordisk A/S,NYSE,stocks,9999,1,2025-09-04 09:00:00+00:00,Where Will Eli Lilly Be in 3 Years?,https://www.nasdaq.com/articles/where-will-eli-lilly-be-3-years,0,2025-11-05 00:00:00,2025-08-06 00:00:00
NVR,"NVR, Inc.","NVR, Inc.",NYSE,stocks,9999,2,2025-08-22 04:00:00+00:00,Why Is NVR (NVR) Up 2.1% Since Last Earnings Report?,https://www.nasdaq.com/articles/why-nvr-nvr-21-last-earnings-report,0,2025-10-28 00:00:00,2025-07-23 00:00:00
NWSA,News Corporation,News Corporation,,stocks,9999,1,2025-08-28 04:00:00+00:00,Validea's Top Communication Services Stocks Based On Martin Zweig - 8/28/2025,https://www.nasdaq.com/articles/valideas-top-communication-services-stocks-based-martin-zweig-8-28-2025,0,1990-01-01 00:00:00,1990-01-01 00:00:00
NXPI,NXP Semiconductors N.V.,NXP Semiconductors N.V.,NASDAQ,stocks,9999,3,2025-09-03 04:00:00+00:00,How The Pieces Add Up: IMCV Targets $88,https://www.nasdaq.com/articles/how-pieces-add-imcv-targets-88,0,2025-11-03 00:00:00,2025-07-21 00:00:00
O,Realty Income Corporation,Realty Income Corporation,NYSE,stocks,9999,5,2025-09-04 08:00:00+00:00,"As of 2025, the Average Social Security Retirement Benefit Check Is $1,976. Could Realty Income (O) Help Boost Your Retirement?",https://www.nasdaq.com/articles/2025-average-social-security-retirement-benefit-check-1976-could-realty-income-o-help,0,2025-11-03 00:00:00,2025-08-06 00:00:00
OKE,"ONEOK, Inc.","ONEOK, Inc.",NYSE,stocks,9999,0,2025-09-03 16:00:00+00:00,Oneok (OKE) Down 1.4% Since Last Earnings Report: Can It Rebound?,https://www.nasdaq.com/articles/oneok-oke-down-14-last-earnings-report-can-it-rebound,0,2025-11-04 00:00:00,2025-08-04 00:00:00
OMC,Omnicom Group Inc.,Omnicom Group Inc.,NYSE,stocks,9999,1,2025-08-29 04:00:00+00:00,"Ex-Dividend Reminder: Omnicom Group, Natural Grocers By Vitamin Cottage and Clearway Energy",https://www.nasdaq.com/articles/ex-dividend-reminder-omnicom-group-natural-grocers-vitamin-cottage-and-clearway-energy,0,2025-10-21 00:00:00,2025-07-15 00:00:00
ON,ON Semiconductor Corporation,ON Semiconductor Corporation,NASDAQ,stocks,9999,5,2025-09-03 18:00:00+00:00,Stocks Retreat as Bond Yields Climb,https://www.nasdaq.com/articles/stocks-retreat-bond-yields-climb,0,2025-10-27 00:00:00,2025-08-04 00:00:00
ORCL,Oracle Corporation,Oracle Corporation,NYSE,stocks,9999,30,2025-09-03 04:00:00+00:00,Why This Vanguard Technology ETF Is Your Smartest AI Play,https://www.nasdaq.com/articles/why-vanguard-technology-etf-your-smartest-ai-play,0,2025-12-08 00:00:00,2025-06-11 00:00:00
ORLY,"O'Reilly Automotive, Inc.","O'Reilly Automotive, Inc.",NASDAQ,stocks,9999,1,2025-09-03 18:00:00+00:00,The Problem With Weight Loss Stocks,https://www.nasdaq.com/articles/problem-weight-loss-stocks,0,2025-10-22 00:00:00,2025-07-23 00:00:00
OTIS,Otis Worldwide Corporation,Otis Worldwide Corporation,NYSE,stocks,9999,1,2025-08-28 04:00:00+00:00,Otis to Elevate Connectivity on Singapore's Cross Island Line Phase 1,https://www.nasdaq.com/articles/otis-elevate-connectivity-singapores-cross-island-line-phase-1,0,2025-10-29 00:00:00,2025-07-23 00:00:00
OXY,Occidental Petroleum Corporatio,Occidental Petroleum Corporation,NYSE,stocks,9999,4,2025-09-04 07:00:00+00:00,Stocks Supported as Chances Improve for a Fed Rate Cut,https://www.nasdaq.com/articles/stocks-supported-chances-improve-fed-rate-cut,0,2025-11-11 00:00:00,2025-08-06 00:00:00
